etikett,flerbransje,primaernaering,selskaper,forste_dato,siste_dato,selsk_for_som,selsk_etter_som,vintage,metode,standard,kode,kodenavn,kodeniva,kanonisk_sn2007,kanonisk_navn,kanonisk_kilde,naering2,er_bygg_F,er_bygg_kjerne,er_eiendomsutvikling_41_1,manuell_grunn
Engroshandel med trelast,false,,21,2021-03-15,2025-07-04,21,0,SN2007,T1,SN2007,46.732,Engroshandel med trelast,5,46.732,Engroshandel med trelast,direkte SN2007,46,false,false,false,
Trykking ellers,false,,20,2019-10-09,2026-07-24,13,7,begge,T1,SN2007,18.120,Trykking ellers,5,18.120,Trykking ellers,direkte SN2007,18,false,false,false,
Grafisk og visuell kommunikasjonsdesign,false,,20,2023-05-05,2025-08-07,20,0,SN2007,T1,SN2007,74.102,Grafisk og visuell kommunikasjonsdesign,5,74.102,Grafisk og visuell kommunikasjonsdesign,direkte SN2007,74,false,false,false,
"Engroshandel med maskiner og utstyr til bergverksdrift, olje",false,,20,2019-07-29,2026-07-23,15,5,begge,T1,SN2007,46.630,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet",5,46.630,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet",direkte SN2007,46,false,false,false,
Engroshandel med møbler,false,,20,2022-10-17,2025-06-19,20,0,SN2007,T1,SN2007,46.471,Engroshandel med møbler,5,46.471,Engroshandel med møbler,direkte SN2007,46,false,false,false,
Utleie av arbeidskraft og andre personaladministrative tjene,false,,20,2025-09-04,2026-07-09,0,20,SN2025,T2,SN2025,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,5,78.200|78.300,Utleie av arbeidskraft | Andre personaladministrative tjenester,korrespondanse 1:n,78,false,false,false,
Produksjon av møbler ellers,false,,20,2021-03-11,2025-08-14,20,0,SN2007,T1,SN2007,31.090,Produksjon av møbler ellers,5,31.090,Produksjon av møbler ellers,direkte SN2007,31,false,false,false,
"Engroshandel med fisk, skalldyr og bløtdyr",false,,20,2022-03-17,2026-07-02,15,5,begge,T1,SN2007,46.381,"Engroshandel med fisk, skalldyr og bløtdyr",5,46.381,"Engroshandel med fisk, skalldyr og bløtdyr",direkte SN2007,46,false,false,false,
Eiendomsforvaltning,false,,20,2021-09-08,2025-08-22,20,0,SN2007,T1,SN2007,68.320,Eiendomsforvaltning,5,68.320,Eiendomsforvaltning,direkte SN2007,68,false,false,false,
Undervisning innen idrett og rekreasjon,false,,20,2023-02-13,2025-06-16,20,0,SN2007,T1,SN2007,85.510,Undervisning innen idrett og rekreasjon,5,85.510,Undervisning innen idrett og rekreasjon,direkte SN2007,85,false,false,false,
Familieeide egeninvesteringsselskaper,false,,20,2023-10-12,2025-03-28,20,0,SN2007,T1,SN2007,64.308,Familieeide egeninvesteringsselskaper,5,64.308,Familieeide egeninvesteringsselskaper,direkte SN2007,64,false,false,false,
Postordre-/Internetthandel med bredt vareutvalg,false,,20,2023-03-28,2025-08-20,20,0,SN2007,T1,SN2007,47.911,Postordre-/Internetthandel med bredt vareutvalg,5,47.911,Postordre-/Internetthandel med bredt vareutvalg,direkte SN2007,47,false,false,false,
Engroshandel med sportsutstyr,false,,19,2020-02-03,2025-07-04,19,0,SN2007,T1,SN2007,46.494,Engroshandel med sportsutstyr,5,46.494,Engroshandel med sportsutstyr,direkte SN2007,46,false,false,false,
Butikkhandel med kjæledyr og fôr til kjæledyr,false,,19,2023-02-14,2025-07-25,19,0,SN2007,T6,SN2007,47.762,(manuelt tilordnet),5,47.762,(manuelt tilordnet),direkte SN2007,47,false,false,false,"Brønnøysund skriver «fôr», SSB Klass 47.762 skriver «fôrvarer»; ellers identisk streng og eneste kandidat under 47.76."
Eiendomsforvaltning på oppdrag,false,,19,2025-09-02,2026-07-20,0,19,SN2025,T2,SN2025,68.320,Eiendomsforvaltning på oppdrag,5,68.310|68.320,Eiendomsmegling | Eiendomsforvaltning,korrespondanse 1:n,68,false,false,false,
Kombinerte tjenester tilknyttet eiendomsdrift,false,,18,2025-10-09,2026-07-08,0,18,SN2025,T2,SN2025,81.100,Kombinerte tjenester tilknyttet eiendomsdrift,5,81.101|81.109,Vaktmestertjenester | Andre kombinerte tjenester tilknyttet eiendomsdrift,korrespondanse 1:n,81,false,false,false,
Engroshandel med husholdningsvarer og varer til personlig br,false,,18,2022-09-28,2025-08-20,18,0,SN2007,T1,SN2007,46.499,Engroshandel med husholdningsvarer og varer til personlig bruk ikke nevnt annet sted,5,46.499,Engroshandel med husholdningsvarer og varer til personlig bruk ikke nevnt annet sted,direkte SN2007,46,false,false,false,
Aktiviteter utført av utflukts- og eventarrangører,false,,18,2025-09-04,2026-07-27,0,18,SN2025,T2,SN2025,79.121,Aktiviteter utført av utflukts- og eventarrangører,5,79.903,"Opplevelses-, arrangements- og aktivitetsarrangørvirksomhet",korrespondanse 1:1,79,false,false,false,
Fiske og fangst i sjø,false,,18,2025-09-10,2026-07-07,0,18,SN2025,T2,SN2025,03.110,Fiske og fangst i sjø,5,03.111|03.112,Hav- og kystfiske | Hvalfangst,korrespondanse 1:n,03,false,false,false,
"Postordre-/Internetthandel med belysningsutstyr, kjøkkenutst",false,,17,2023-04-27,2025-05-30,17,0,SN2007,T1,SN2007,47.913,"Postordre-/Internetthandel med belysningsutstyr, kjøkkenutstyr, møbler og innredningsartikler",5,47.913,"Postordre-/Internetthandel med belysningsutstyr, kjøkkenutstyr, møbler og innredningsartikler",direkte SN2007,47,false,false,false,
Butikkhandel med elektriske husholdningsapparater,false,,17,2022-02-01,2025-08-04,17,0,SN2007,T1,SN2007,47.540,Butikkhandel med elektriske husholdningsapparater,5,47.540,Butikkhandel med elektriske husholdningsapparater,direkte SN2007,47,false,false,false,
Blikkenslagerarbeid på tak,false,,17,2022-12-08,2025-08-19,17,0,SN2007,T5,SN2007,43.911,Blikkenslagerarbeid,5,43.911,Blikkenslagerarbeid,direkte SN2007,43,true,true,false,
Produksjon av monteringsferdige hus,false,,17,2020-10-01,2024-12-03,17,0,SN2007,T1,SN2007,16.231,Produksjon av monteringsferdige hus,5,16.231,Produksjon av monteringsferdige hus,direkte SN2007,16,false,false,false,
Riving av bygninger og andre konstruksjoner,false,,16,2020-07-16,2025-08-27,16,0,SN2007,T1,SN2007,43.110,Riving av bygninger og andre konstruksjoner,5,43.110,Riving av bygninger og andre konstruksjoner,direkte SN2007,43,true,true,false,
"Detaljhandel med blomster, planter, gjødsel og plantevernmid",false,,16,2025-09-24,2026-08-05,0,16,SN2025,T2,SN2025,47.761,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",5,47.761|47.890|47.919|47.990,Butikkhandel med blomster og planter | Torghandel med andre varer | Postordre-/Internetthandel med annet spesialisert vareutvalg | Detaljhandel utenom utsalgssted ellers,korrespondanse 1:n,47,false,false,false,
Butikkhandel med byggevarer ikke nevnt annet sted,false,,16,2023-01-10,2025-07-30,16,0,SN2007,T1,SN2007,47.529,Butikkhandel med byggevarer ikke nevnt annet sted,5,47.529,Butikkhandel med byggevarer ikke nevnt annet sted,direkte SN2007,47,false,false,false,
Agenturhandel med spesialisert vareutvalg ellers,false,,16,2023-06-19,2026-07-31,10,6,begge,T1,SN2007,46.180,Agenturhandel med spesialisert vareutvalg ellers,5,46.180,Agenturhandel med spesialisert vareutvalg ellers,direkte SN2007,46,false,false,false,
Drift av barer ellers,false,,16,2023-01-19,2025-05-05,16,0,SN2007,T1,SN2007,56.309,Drift av barer ellers,5,56.309,Drift av barer ellers,direkte SN2007,56,false,false,false,
Butikkhandel med drikkevarer ellers,false,,15,2023-02-27,2025-04-22,15,0,SN2007,T1,SN2007,47.259,Butikkhandel med drikkevarer ellers,5,47.259,Butikkhandel med drikkevarer ellers,direkte SN2007,47,false,false,false,
"Engroshandel med jernvarer, rørleggerartikler og oppvarmings",false,,15,2021-11-29,2026-07-03,12,3,begge,T1,SN2007,46.740,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",5,46.740,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",direkte SN2007,46,false,false,false,
Tjenester tilknyttet skogbruk,false,,15,2022-10-31,2026-08-24,6,9,begge,T1,SN2007,02.400,Tjenester tilknyttet skogbruk,5,02.400,Tjenester tilknyttet skogbruk,direkte SN2007,02,false,false,false,
Takarbeid,false,,15,2025-09-09,2026-08-24,0,15,SN2025,T2,SN2025,43.410,Takarbeid,5,43.911|43.919|43.990,Blikkenslagerarbeid | Takarbeid ellers | Annen spesialisert bygge- og anleggsvirksomhet,korrespondanse 1:n,43,true,true,false,
"Slakting, bearbeiding og konservering av fisk og fiskevarer",false,,15,2020-02-20,2025-08-27,15,0,SN2007,T1,SN2007,10.209,"Slakting, bearbeiding og konservering av fisk og fiskevarer ellers",5,10.209,"Slakting, bearbeiding og konservering av fisk og fiskevarer ellers",direkte SN2007,10,false,false,false,
Skjønnhetspleie,false,,15,2025-10-21,2026-07-24,0,15,SN2025,T2,SN2025,96.220,Skjønnhetspleie,5,96.020,Frisering og annen skjønnhetspleie,korrespondanse 1:1,96,false,false,false,
Butikkhandel med skotøy,false,,15,2023-02-02,2025-08-21,15,0,SN2007,T1,SN2007,47.721,Butikkhandel med skotøy,5,47.721,Butikkhandel med skotøy,direkte SN2007,47,false,false,false,
Bygging av veier og motorveier,false,,15,2021-04-26,2026-08-10,10,5,begge,T1,SN2007,42.110,Bygging av veier og motorveier,5,42.110,Bygging av veier og motorveier,direkte SN2007,42,true,true,false,
Opplevelsesaktiviteter,false,,15,2021-05-11,2026-08-05,11,4,begge,T1,SN2007,93.291,Opplevelsesaktiviteter,5,93.291,Opplevelsesaktiviteter,direkte SN2007,93,false,false,false,
Drift av hoteller,false,,15,2025-09-11,2026-06-12,0,15,SN2025,T2,SN2025,55.100,Drift av hoteller,5,55.101|55.102,"Drift av hoteller, pensjonater og moteller med restaurant | Drift av hoteller, pensjonater og moteller uten restaurant",korrespondanse 1:n,55,false,false,false,
Forskning og eksperimentell utvikling innenfor naturvitenska,false,,15,2025-10-03,2026-07-28,0,15,SN2025,T2,SN2025,72.100,Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk,5,72.110|72.190,Forskning og utviklingsarbeid innen bioteknologi | Annen forskning og annet utviklingsarbeid innen naturvitenskap og teknikk,korrespondanse 1:n,72,false,false,false,
Engroshandel med elektronikkutstyr og telekommunikasjonsutst,false,,15,2022-06-23,2025-05-27,15,0,SN2007,T1,SN2007,46.520,Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler,5,46.520,Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler,direkte SN2007,46,false,false,false,
Butikkhandel med fargevarer,false,,14,2022-08-31,2025-06-30,14,0,SN2007,T1,SN2007,47.523,Butikkhandel med fargevarer,5,47.523,Butikkhandel med fargevarer,direkte SN2007,47,false,false,false,
"All annen faglig, vitenskapelig og teknisk virksomhet ikke n",false,,14,2025-10-14,2026-06-22,0,14,SN2025,T2,SN2025,74.990,"All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted",5,74.901|74.902|74.903|74.909,"Takseringsvirksomhet | Modellbyråvirksomhet | Impresariovirksomhet | Annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted",korrespondanse 1:n,74,false,false,false,
Utvendig rengjøring av bygninger og industriell rengjøring,false,,14,2023-05-10,2026-08-12,9,5,begge,T1,SN2007,81.220,Utvendig rengjøring av bygninger og industriell rengjøring,5,81.220,Utvendig rengjøring av bygninger og industriell rengjøring,direkte SN2007,81,false,false,false,
Utgivelse av annen programvare,false,,14,2019-09-23,2026-04-29,8,6,begge,T1,SN2007,58.290,Utgivelse av annen programvare,5,58.290,Utgivelse av annen programvare,direkte SN2007,58,false,false,false,
Annen industriproduksjon ikke nevnt annet sted,false,,14,2022-06-02,2026-02-13,12,2,begge,T1,SN2007,32.990,Annen industriproduksjon ikke nevnt annet sted,5,32.990,Annen industriproduksjon ikke nevnt annet sted,direkte SN2007,32,false,false,false,
"Butikkhandel med bredt utvalg av jernvarer, fargevarer og an",false,,14,2022-02-16,2025-08-29,14,0,SN2007,T1,SN2007,47.521,"Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer",5,47.521,"Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer",direkte SN2007,47,false,false,false,
"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",false,,14,2025-09-11,2026-07-30,0,14,SN2025,T2,SN2025,47.520,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",5,47.521|47.522|47.523|47.524|47.529|47.599|47.890|47.919|47.990,"Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer | Butikkhandel med jernvarer | Butikkhandel med fargevarer | Butikkhandel med trelast | Butikkhandel med byggevarer ikke nevnt annet sted | Butikkhandel med innredningsartikler ikke nevnt annet sted | Torghandel med andre varer | Postordre-/Internetthandel med annet spesialisert vareutvalg | Detaljhandel utenom utsalgssted ellers",korrespondanse 1:n,47,false,false,false,
Butikkhandel med fritidsbåter og -utstyr,false,,14,2021-04-22,2025-05-23,14,0,SN2007,T1,SN2007,47.642,Butikkhandel med fritidsbåter og -utstyr,5,47.642,Butikkhandel med fritidsbåter og -utstyr,direkte SN2007,47,false,false,false,
Turbiltransport,false,,13,2022-05-23,2025-05-30,13,0,SN2007,T1,SN2007,49.392,Turbiltransport,5,49.392,Turbiltransport,direkte SN2007,49,false,false,false,
Andre helsetjenester ellers,false,,13,2025-09-12,2026-06-30,0,13,SN2025,T2,SN2025,86.993,Andre helsetjenester ellers,5,86.906|86.909,Medisinske laboratorietjenester | Andre helsetjenester,korrespondanse 1:n,86,false,false,false,
Engroshandel med maskiner og utstyr til jordbruk og skogbruk,false,,13,2022-06-09,2026-03-02,10,3,begge,T1,SN2007,46.610,Engroshandel med maskiner og utstyr til jordbruk og skogbruk,5,46.610,Engroshandel med maskiner og utstyr til jordbruk og skogbruk,direkte SN2007,46,false,false,false,
Personlig tjenesteyting ikke nevnt annet sted,false,,13,2022-05-24,2025-05-14,13,0,SN2007,T1,SN2007,96.090,Personlig tjenesteyting ikke nevnt annet sted,5,96.090,Personlig tjenesteyting ikke nevnt annet sted,direkte SN2007,96,false,false,false,
Glassarbeid,false,,13,2022-09-19,2025-08-21,13,0,SN2007,T1,SN2007,43.342,Glassarbeid,5,43.342,Glassarbeid,direkte SN2007,43,true,true,false,
Annen ferdiggjøring av bygninger,false,,13,2023-01-09,2026-05-15,11,2,begge,T1,SN2007,43.390,Annen ferdiggjøring av bygninger,5,43.390,Annen ferdiggjøring av bygninger,direkte SN2007,43,true,true,false,
"Produksjon av andre trevarer og varer av kork, strå og flett",false,,13,2023-05-02,2026-05-07,10,3,begge,T1,SN2007,16.290,"Produksjon av andre trevarer og varer av kork, strå og flettematerialer",5,16.290,"Produksjon av andre trevarer og varer av kork, strå og flettematerialer",direkte SN2007,16,false,false,false,
Engroshandel med parfyme og kosmetikk,false,,13,2022-12-01,2026-06-16,8,5,begge,T1,SN2007,46.450,Engroshandel med parfyme og kosmetikk,5,46.450,Engroshandel med parfyme og kosmetikk,direkte SN2007,46,false,false,false,
Engroshandel med andre husholdningsvarer,false,,13,2025-09-05,2026-08-07,0,13,SN2025,T2,SN2025,46.490,Engroshandel med andre husholdningsvarer,5,46.433|46.491|46.492|46.493|46.494|46.495|46.499,"Engroshandel med plater, musikk- og videokassetter og CD- og DVD-plater | Engroshandel med bøker, aviser og blader | Engroshandel med reiseeffekter og lærvarer | Engroshandel med fritidsbåter og -utstyr | Engroshandel med sportsutstyr | Engroshandel med spill og leker | Engroshandel med husholdningsvarer og varer til personlig bruk ikke nevnt annet sted",korrespondanse 1:n,46,false,false,false,
Butikkhandel med nærings- og nytelsesmidler ikke nevnt annet,false,,13,2023-05-23,2025-06-13,13,0,SN2007,T1,SN2007,47.299,Butikkhandel med nærings- og nytelsesmidler ikke nevnt annet sted,5,47.299,Butikkhandel med nærings- og nytelsesmidler ikke nevnt annet sted,direkte SN2007,47,false,false,false,
Private vakttjenester,false,,13,2023-02-03,2025-01-31,13,0,SN2007,T1,SN2007,80.100,Private vakttjenester,5,80.100,Private vakttjenester,direkte SN2007,80,false,false,false,
Utleie og leasing av sports- og fritidsutstyr,false,,13,2023-05-12,2026-07-28,9,4,begge,T1,SN2007,77.210,Utleie og leasing av sports- og fritidsutstyr,5,77.210,Utleie og leasing av sports- og fritidsutstyr,direkte SN2007,77,false,false,false,
Butikkhandel med brukte varer ellers,false,,12,2022-11-28,2025-07-21,12,0,SN2007,T1,SN2007,47.799,Butikkhandel med brukte varer ellers,5,47.799,Butikkhandel med brukte varer ellers,direkte SN2007,47,false,false,false,
Utleie og leasing av andre husholdningsvarer og varer til pe,false,,12,2023-01-06,2026-03-20,8,4,begge,T1,SN2007,77.290,Utleie og leasing av andre husholdningsvarer og varer til personlig bruk,5,77.290,Utleie og leasing av andre husholdningsvarer og varer til personlig bruk,direkte SN2007,77,false,false,false,
Regnskap og bokføring,false,,12,2023-02-15,2025-06-10,12,0,SN2007,T1,SN2007,69.201,Regnskap og bokføring,5,69.201,Regnskap og bokføring,direkte SN2007,69,false,false,false,
"Databehandling, datalagring og tilknyttede tjenester",false,,12,2023-05-24,2025-07-03,12,0,SN2007,T1,SN2007,63.110,"Databehandling, datalagring og tilknyttede tjenester",5,63.110,"Databehandling, datalagring og tilknyttede tjenester",direkte SN2007,63,false,false,false,
Arkitektvirksomhet,false,,12,2025-09-09,2026-07-08,0,12,SN2025,T2,SN2025,71.110,Arkitektvirksomhet,5,71.111|71.112|71.113,Plan- og reguleringsarbeid | Arkitekttjenester vedrørende byggverk | Landskapsarkitekttjenester,korrespondanse 1:n,71,false,false,false,
Barnehager,false,,12,2022-10-24,2025-04-14,12,0,SN2007,T1,SN2007,88.911,Barnehager,5,88.911,Barnehager,direkte SN2007,88,false,false,false,
Reparasjon og vedlikehold av maskiner,false,,12,2025-09-22,2026-07-24,0,12,SN2025,T2,SN2025,33.120,Reparasjon og vedlikehold av maskiner,5,33.120,Reparasjon av maskiner,korrespondanse 1:1,33,false,false,false,
Bygging av andre anlegg ikke nevnt annet sted,false,,12,2023-03-17,2026-06-30,6,6,begge,T1,SN2007,42.990,Bygging av andre anlegg ikke nevnt annet sted,5,42.990,Bygging av andre anlegg ikke nevnt annet sted,direkte SN2007,42,true,true,false,
Engroshandel med tekstiler og utstyrsvarer,false,,12,2023-02-20,2026-08-07,11,1,begge,T1,SN2007,46.410,Engroshandel med tekstiler og utstyrsvarer,5,46.410,Engroshandel med tekstiler og utstyrsvarer,direkte SN2007,46,false,false,false,
Tannhelsetjenester,false,,12,2023-03-16,2025-05-20,12,0,SN2007,T1,SN2007,86.230,Tannhelsetjenester,5,86.230,Tannhelsetjenester,direkte SN2007,86,false,false,false,
Produksjon og utgivelse av musikk- og lydopptak,false,,11,2023-06-19,2026-07-01,7,4,begge,T1,SN2007,59.200,Produksjon og utgivelse av musikk- og lydopptak,5,59.200,Produksjon og utgivelse av musikk- og lydopptak,direkte SN2007,59,false,false,false,
Produksjon av metallkonstruksjoner og deler,false,,11,2022-10-18,2026-04-23,9,2,begge,T1,SN2007,25.110,Produksjon av metallkonstruksjoner og deler,5,25.110,Produksjon av metallkonstruksjoner og deler,direkte SN2007,25,false,false,false,
"Butikkhandel med kjøkkenutstyr, glass og steintøy",false,,11,2023-08-24,2025-07-04,11,0,SN2007,T1,SN2007,47.593,"Butikkhandel med kjøkkenutstyr, glass og steintøy",5,47.593,"Butikkhandel med kjøkkenutstyr, glass og steintøy",direkte SN2007,47,false,false,false,
Butikkhandel med bøker,false,,11,2023-06-29,2024-12-20,11,0,SN2007,T1,SN2007,47.610,Butikkhandel med bøker,5,47.610,Butikkhandel med bøker,direkte SN2007,47,false,false,false,
